user,num_features,num_edges,latlon_tru,latlon_pred,haversine_distance,acc_at_161,percent
user_03c6b720,0,0,"[40.604419, -73.754601]","[40.6952045, -74.005395]",23.44290600909879,1.0,0
user_03c6b720,4,0,"[40.604419, -73.754601]","[40.6952045, -74.005395]",23.44290600909879,1.0,5
user_03c6b720,8,0,"[40.604419, -73.754601]","[40.6952045, -74.005395]",23.44290600909879,1.0,10
user_03c6b720,16,1,"[40.604419, -73.754601]","[40.6952045, -74.005395]",23.44290600909879,1.0,20
user_03c6b720,32,2,"[40.604419, -73.754601]","[40.6952045, -74.005395]",23.44290600909879,1.0,40
user_03c6b720,48,4,"[40.604419, -73.754601]","[38.935939499999996, -77.024115]",335.3768061775485,0.0,60
user_03c6b720,64,5,"[40.604419, -73.754601]","[38.935939499999996, -77.024115]",335.3768061775485,0.0,80
user_03c6b720,79,6,"[40.604419, -73.754601]","[38.935939499999996, -77.024115]",335.3768061775485,0.0,100
user_03d8769a,0,0,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,0
user_03d8769a,5,0,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,5
user_03d8769a,9,0,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,10
user_03d8769a,18,0,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,20
user_03d8769a,36,0,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,40
user_03d8769a,54,1,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,60
user_03d8769a,72,1,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,80
user_03d8769a,90,1,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,100
user_03e00276,0,0,"[41.333726, -72.92830699999999]","[35.699328, -80.81794599999999]",928.6010383959924,0.0,0
user_03e00276,3,1,"[41.333726, -72.92830699999999]","[35.699328, -80.81794599999999]",928.6010383959924,0.0,5
user_03e00276,6,3,"[41.333726, -72.92830699999999]","[35.699328, -80.81794599999999]",928.6010383959924,0.0,10
user_03e00276,11,6,"[41.333726, -72.92830699999999]","[35.699328, -80.81794599999999]",928.6010383959924,0.0,20
user_03e00276,22,13,"[41.333726, -72.92830699999999]","[35.699328, -80.81794599999999]",928.6010383959924,0.0,40
user_03e00276,32,19,"[41.333726, -72.92830699999999]","[40.679817, -73.849707]",106.13408246855722,1.0,60
user_03e00276,43,26,"[41.333726, -72.92830699999999]","[35.699328, -80.81794599999999]",928.6010383959924,0.0,80
user_03e00276,53,32,"[41.333726, -72.92830699999999]","[35.699328, -80.81794599999999]",928.6010383959924,0.0,100
user_03e9e8a9,0,0,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,0
user_03e9e8a9,11,1,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,5
user_03e9e8a9,22,2,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,10
user_03e9e8a9,43,4,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,20
user_03e9e8a9,86,9,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,40
user_03e9e8a9,128,14,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,60
user_03e9e8a9,171,19,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,80
user_03e9e8a9,213,24,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,100
user_04404fd9,0,0,"[36.636402000000004, -87.46505]","[40.0097845, -75.15243749999999]",1136.5373638900844,0.0,0
user_04404fd9,4,0,"[36.636402000000004, -87.46505]","[40.0097845, -75.15243749999999]",1136.5373638900844,0.0,5
user_04404fd9,8,0,"[36.636402000000004, -87.46505]","[40.0097845, -75.15243749999999]",1136.5373638900844,0.0,10
user_04404fd9,16,0,"[36.636402000000004, -87.46505]","[40.0097845, -75.15243749999999]",1136.5373638900844,0.0,20
user_04404fd9,31,1,"[36.636402000000004, -87.46505]","[40.0097845, -75.15243749999999]",1136.5373638900844,0.0,40
user_04404fd9,47,2,"[36.636402000000004, -87.46505]","[40.0097845, -75.15243749999999]",1136.5373638900844,0.0,60
user_04404fd9,62,3,"[36.636402000000004, -87.46505]","[40.0097845, -75.15243749999999]",1136.5373638900844,0.0,80
user_04404fd9,77,4,"[36.636402000000004, -87.46505]","[42.392489999999995, -83.472249]",725.7127961063753,0.0,100
user_04b3ff64,0,0,"[34.040688, -84.579036]","[33.748637, -84.44241149999999]",34.837064097433,1.0,0
user_04b3ff64,5,0,"[34.040688, -84.579036]","[33.748637, -84.44241149999999]",34.837064097433,1.0,5
user_04b3ff64,9,0,"[34.040688, -84.579036]","[33.748637, -84.44241149999999]",34.837064097433,1.0,10
user_04b3ff64,17,0,"[34.040688, -84.579036]","[33.748637, -84.44241149999999]",34.837064097433,1.0,20
user_04b3ff64,34,1,"[34.040688, -84.579036]","[33.748637, -84.44241149999999]",34.837064097433,1.0,40
user_04b3ff64,51,1,"[34.040688, -84.579036]","[33.748637, -84.44241149999999]",34.837064097433,1.0,60
user_04b3ff64,68,2,"[34.040688, -84.579036]","[40.9112535, -73.7748885]",1220.1003556776166,0.0,80
user_04b3ff64,84,2,"[34.040688, -84.579036]","[40.9112535, -73.7748885]",1220.1003556776166,0.0,100
user_04baefe3,0,0,"[39.807952, -75.925399]","[38.935939499999996, -77.024115]",135.35509271365876,1.0,0
user_04baefe3,6,0,"[39.807952, -75.925399]","[38.935939499999996, -77.024115]",135.35509271365876,1.0,5
user_04baefe3,11,0,"[39.807952, -75.925399]","[38.935939499999996, -77.024115]",135.35509271365876,1.0,10
user_04baefe3,22,1,"[39.807952, -75.925399]","[40.0097845, -75.15243749999999]",69.64382526832028,1.0,20
user_04baefe3,43,3,"[39.807952, -75.925399]","[38.935939499999996, -77.024115]",135.35509271365876,1.0,40
user_04baefe3,64,5,"[39.807952, -75.925399]","[38.935939499999996, -77.024115]",135.35509271365876,1.0,60
user_04baefe3,85,7,"[39.807952, -75.925399]","[41.916661, -71.40430400000001]",446.5963370527762,0.0,80
user_04baefe3,106,9,"[39.807952, -75.925399]","[41.916661, -71.40430400000001]",446.5963370527762,0.0,100
user_04d5ae7e,0,0,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,0
user_04d5ae7e,7,0,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,5
user_04d5ae7e,14,1,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,10
user_04d5ae7e,27,2,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,20
user_04d5ae7e,53,5,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,40
user_04d5ae7e,79,7,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,60
user_04d5ae7e,105,10,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,80
user_04d5ae7e,131,12,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,100
user_04f00846,0,0,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,0
user_04f00846,11,1,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,5
user_04f00846,21,3,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,10
user_04f00846,41,6,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,20
user_04f00846,82,12,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,40
user_04f00846,123,19,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,60
user_04f00846,164,25,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,80
user_04f00846,205,31,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,100
user_05359f88,0,0,"[36.339573, -78.41385600000001]","[30.248988500000003, -82.335955]",768.9218067220387,0.0,0
user_05359f88,7,2,"[36.339573, -78.41385600000001]","[30.248988500000003, -82.335955]",768.9218067220387,0.0,5
user_05359f88,13,4,"[36.339573, -78.41385600000001]","[38.1297562, -85.9286095]",694.1815022124003,0.0,10
user_05359f88,25,8,"[36.339573, -78.41385600000001]","[30.248988500000003, -82.335955]",768.9218067220387,0.0,20
user_05359f88,50,17,"[36.339573, -78.41385600000001]","[41.888062, -87.853226]",1020.6505118179111,0.0,40
user_05359f88,75,26,"[36.339573, -78.41385600000001]","[25.973882, -80.242374]",1165.5979120841293,0.0,60
user_05359f88,100,35,"[36.339573, -78.41385600000001]","[30.248988500000003, -82.335955]",768.9218067220387,0.0,80
user_05359f88,125,43,"[36.339573, -78.41385600000001]","[41.888062, -87.853226]",1020.6505118179111,0.0,100
user_0555ab22,0,0,"[39.188237, -75.540796]","[39.307559999999995, -76.65441700000001]",96.80816889918151,1.0,0
user_0555ab22,9,0,"[39.188237, -75.540796]","[39.307559999999995, -76.65441700000001]",96.80816889918151,1.0,5
user_0555ab22,18,1,"[39.188237, -75.540796]","[39.307559999999995, -76.65441700000001]",96.80816889918151,1.0,10
user_0555ab22,35,2,"[39.188237, -75.540796]","[39.307559999999995, -76.65441700000001]",96.80816889918151,1.0,20
user_0555ab22,70,4,"[39.188237, -75.540796]","[37.500671000000004, -77.394889]",247.69159931702856,0.0,40
user_0555ab22,105,6,"[39.188237, -75.540796]","[40.0097845, -75.15243749999999]",97.22290410400016,1.0,60
user_0555ab22,140,8,"[39.188237, -75.540796]","[37.500671000000004, -77.394889]",247.69159931702856,0.0,80
user_0555ab22,175,10,"[39.188237, -75.540796]","[30.248988500000003, -82.335955]",1171.1945031712298,0.0,100
user_055cdf03,0,0,"[40.751304, -74.211725]","[40.6952045, -74.005395]",18.47281296596011,1.0,0
user_055cdf03,5,0,"[40.751304, -74.211725]","[40.6952045, -74.005395]",18.47281296596011,1.0,5
user_055cdf03,10,1,"[40.751304, -74.211725]","[40.6952045, -74.005395]",18.47281296596011,1.0,10
user_055cdf03,20,3,"[40.751304, -74.211725]","[40.6952045, -74.005395]",18.47281296596011,1.0,20
user_055cdf03,39,7,"[40.751304, -74.211725]","[40.6952045, -74.005395]",18.47281296596011,1.0,40
user_055cdf03,58,11,"[40.751304, -74.211725]","[41.888062, -87.853226]",1144.984423067333,0.0,60
user_055cdf03,77,15,"[40.751304, -74.211725]","[41.888062, -87.853226]",1144.984423067333,0.0,80
user_055cdf03,96,18,"[40.751304, -74.211725]","[41.888062, -87.853226]",1144.984423067333,0.0,100
user_0566f050,0,0,"[42.351259999999996, -122.91830700000001]","[33.592547999999994, -117.1703525]",1095.8608348425878,0.0,0
user_0566f050,4,0,"[42.351259999999996, -122.91830700000001]","[33.592547999999994, -117.1703525]",1095.8608348425878,0.0,5
user_0566f050,8,0,"[42.351259999999996, -122.91830700000001]","[33.592547999999994, -117.1703525]",1095.8608348425878,0.0,10
user_0566f050,15,0,"[42.351259999999996, -122.91830700000001]","[33.592547999999994, -117.1703525]",1095.8608348425878,0.0,20
user_0566f050,30,1,"[42.351259999999996, -122.91830700000001]","[33.592547999999994, -117.1703525]",1095.8608348425878,0.0,40
user_0566f050,44,2,"[42.351259999999996, -122.91830700000001]","[38.485291, -122.137948]",434.9171737198185,0.0,60
user_0566f050,59,3,"[42.351259999999996, -122.91830700000001]","[33.592547999999994, -117.1703525]",1095.8608348425878,0.0,80
user_0566f050,73,4,"[42.351259999999996, -122.91830700000001]","[33.592547999999994, -117.1703525]",1095.8608348425878,0.0,100
user_056a2eb2,0,0,"[37.055642, -76.399305]","[43.027428, -77.610271]",671.9650464063297,0.0,0
user_056a2eb2,4,0,"[37.055642, -76.399305]","[43.027428, -77.610271]",671.9650464063297,0.0,5
user_056a2eb2,8,1,"[37.055642, -76.399305]","[43.027428, -77.610271]",671.9650464063297,0.0,10
user_056a2eb2,16,3,"[37.055642, -76.399305]","[43.027428, -77.610271]",671.9650464063297,0.0,20
user_056a2eb2,31,7,"[37.055642, -76.399305]","[43.027428, -77.610271]",671.9650464063297,0.0,40
user_056a2eb2,46,11,"[37.055642, -76.399305]","[43.027428, -77.610271]",671.9650464063297,0.0,60
user_056a2eb2,61,15,"[37.055642, -76.399305]","[40.0097845, -75.15243749999999]",345.9162435790728,0.0,80
user_056a2eb2,76,19,"[37.055642, -76.399305]","[40.0097845, -75.15243749999999]",345.9162435790728,0.0,100
user_0574ec96,0,0,"[29.531613, -95.386957]","[29.694716500000002, -95.5632315]",24.885898473540752,1.0,0
user_0574ec96,6,0,"[29.531613, -95.386957]","[29.694716500000002, -95.5632315]",24.885898473540752,1.0,5
user_0574ec96,11,1,"[29.531613, -95.386957]","[29.694716500000002, -95.5632315]",24.885898473540752,1.0,10
user_0574ec96,21,3,"[29.531613, -95.386957]","[29.694716500000002, -95.5632315]",24.885898473540752,1.0,20
user_0574ec96,42,6,"[29.531613, -95.386957]","[29.694716500000002, -95.5632315]",24.885898473540752,1.0,40
user_0574ec96,63,10,"[29.531613, -95.386957]","[29.694716500000002, -95.5632315]",24.885898473540752,1.0,60
user_0574ec96,84,13,"[29.531613, -95.386957]","[29.694716500000002, -95.5632315]",24.885898473540752,1.0,80
user_0574ec96,104,16,"[29.531613, -95.386957]","[33.935105, -118.29469]",2216.0155636966942,0.0,100
user_057f1471,0,0,"[45.379387, -75.76917399999999]","[41.446424, -81.536098]",638.6244581201928,0.0,0
user_057f1471,6,0,"[45.379387, -75.76917399999999]","[41.446424, -81.536098]",638.6244581201928,0.0,5
user_057f1471,11,0,"[45.379387, -75.76917399999999]","[41.446424, -81.536098]",638.6244581201928,0.0,10
user_057f1471,22,0,"[45.379387, -75.76917399999999]","[41.446424, -81.536098]",638.6244581201928,0.0,20
user_057f1471,44,0,"[45.379387, -75.76917399999999]","[43.027428, -77.610271]",299.86901452420625,0.0,40
user_057f1471,66,1,"[45.379387, -75.76917399999999]","[41.446424, -81.536098]",638.6244581201928,0.0,60
user_057f1471,88,1,"[45.379387, -75.76917399999999]","[41.446424, -81.536098]",638.6244581201928,0.0,80
user_057f1471,110,1,"[45.379387, -75.76917399999999]","[41.446424, -81.536098]",638.6244581201928,0.0,100
user_0595ced5,0,0,"[36.769942, -78.920068]","[29.694716500000002, -95.5632315]",1732.9476698748454,0.0,0
user_0595ced5,4,3,"[36.769942, -78.920068]","[29.694716500000002, -95.5632315]",1732.9476698748454,0.0,5
user_0595ced5,8,6,"[36.769942, -78.920068]","[41.888062, -87.853226]",955.2959724138717,0.0,10
user_0595ced5,15,12,"[36.769942, -78.920068]","[29.694716500000002, -95.5632315]",1732.9476698748454,0.0,20
user_0595ced5,29,25,"[36.769942, -78.920068]","[33.748637, -84.44241149999999]",603.3772036278417,0.0,40
user_0595ced5,43,37,"[36.769942, -78.920068]","[32.966581500000004, -96.941848]",1694.8059761313777,0.0,60
user_0595ced5,57,50,"[36.769942, -78.920068]","[42.392489999999995, -83.472249]",736.6588506652414,0.0,80
user_0595ced5,71,62,"[36.769942, -78.920068]","[29.694716500000002, -95.5632315]",1732.9476698748454,0.0,100
user_059788eb,0,0,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,0
user_059788eb,4,1,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,5
user_059788eb,8,3,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,10
user_059788eb,15,6,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,20
user_059788eb,30,13,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,40
user_059788eb,45,19,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,60
user_059788eb,60,26,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,80
user_059788eb,74,32,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,100
user_059e3e4b,0,0,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,0
user_059e3e4b,5,0,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,5
user_059e3e4b,9,0,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,10
user_059e3e4b,18,0,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,20
user_059e3e4b,35,1,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,40
user_059e3e4b,52,2,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,60
user_059e3e4b,69,3,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,80
user_059e3e4b,86,4,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,100
user_05d21bea,0,0,"[29.768589000000002, -95.337734]","[29.694716500000002, -95.5632315]",23.271313858767435,1.0,0
user_05d21bea,4,1,"[29.768589000000002, -95.337734]","[29.694716500000002, -95.5632315]",23.271313858767435,1.0,5
user_05d21bea,7,3,"[29.768589000000002, -95.337734]","[29.694716500000002, -95.5632315]",23.271313858767435,1.0,10
user_05d21bea,14,6,"[29.768589000000002, -95.337734]","[29.694716500000002, -95.5632315]",23.271313858767435,1.0,20
user_05d21bea,27,12,"[29.768589000000002, -95.337734]","[29.694716500000002, -95.5632315]",23.271313858767435,1.0,40
user_05d21bea,41,19,"[29.768589000000002, -95.337734]","[29.694716500000002, -95.5632315]",23.271313858767435,1.0,60
user_05d21bea,54,25,"[29.768589000000002, -95.337734]","[29.694716500000002, -95.5632315]",23.271313858767435,1.0,80
user_05d21bea,67,31,"[29.768589000000002, -95.337734]","[29.694716500000002, -95.5632315]",23.271313858767435,1.0,100
user_05ed473f,0,0,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,0
user_05ed473f,3,0,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,5
user_05ed473f,6,0,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,10
user_05ed473f,11,0,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,20
user_05ed473f,21,1,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,40
user_05ed473f,31,1,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,60
user_05ed473f,41,2,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,80
user_05ed473f,51,2,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,100
user_060db402,0,0,"[40.638923999999996, -73.952225]","[40.68682149999999, -73.942293]",5.391449651432439,1.0,0
user_060db402,6,0,"[40.638923999999996, -73.952225]","[40.68682149999999, -73.942293]",5.391449651432439,1.0,5
user_060db402,11,0,"[40.638923999999996, -73.952225]","[40.68682149999999, -73.942293]",5.391449651432439,1.0,10
user_060db402,21,1,"[40.638923999999996, -73.952225]","[40.68682149999999, -73.942293]",5.391449651432439,1.0,20
user_060db402,41,2,"[40.638923999999996, -73.952225]","[40.68682149999999, -73.942293]",5.391449651432439,1.0,40
user_060db402,62,3,"[40.638923999999996, -73.952225]","[40.68682149999999, -73.942293]",5.391449651432439,1.0,60
user_060db402,82,4,"[40.638923999999996, -73.952225]","[40.68682149999999, -73.942293]",5.391449651432439,1.0,80
user_060db402,102,5,"[40.638923999999996, -73.952225]","[35.699328, -80.81794599999999]",813.0982963612973,0.0,100
user_0617e84c,0,0,"[37.625023999999996, -122.07968400000001]","[40.68682149999999, -73.942293]",4112.6032307515,0.0,0
user_0617e84c,6,0,"[37.625023999999996, -122.07968400000001]","[40.68682149999999, -73.942293]",4112.6032307515,0.0,5
user_0617e84c,11,0,"[37.625023999999996, -122.07968400000001]","[40.68682149999999, -73.942293]",4112.6032307515,0.0,10
user_0617e84c,21,1,"[37.625023999999996, -122.07968400000001]","[40.68682149999999, -73.942293]",4112.6032307515,0.0,20
user_0617e84c,42,3,"[37.625023999999996, -122.07968400000001]","[40.68682149999999, -73.942293]",4112.6032307515,0.0,40
user_0617e84c,63,4,"[37.625023999999996, -122.07968400000001]","[40.9112535, -73.7748885]",4121.561143363587,0.0,60
user_0617e84c,84,6,"[37.625023999999996, -122.07968400000001]","[34.393699999999995, -118.24542149999999]",497.94590481684315,0.0,80
user_0617e84c,104,7,"[37.625023999999996, -122.07968400000001]","[34.393699999999995, -118.24542149999999]",497.94590481684315,0.0,100
user_06248d78,0,0,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,0
user_06248d78,5,1,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,5
user_06248d78,9,2,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,10
user_06248d78,18,4,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,20
user_06248d78,35,8,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,40
user_06248d78,53,12,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,60
user_06248d78,70,16,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,80
user_06248d78,87,20,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,100
user_06298aab,0,0,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,0
user_06298aab,5,0,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,5
user_06298aab,9,0,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,10
user_06298aab,17,1,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,20
user_06298aab,34,3,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,40
user_06298aab,50,5,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,60
user_06298aab,67,7,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,80
user_06298aab,83,9,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,100
user_066aff57,0,0,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,0
user_066aff57,4,3,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,5
user_066aff57,7,7,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,10
user_066aff57,13,15,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,20
user_066aff57,26,31,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,40
user_066aff57,39,47,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,60
user_066aff57,52,63,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,80
user_066aff57,64,78,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,100
user_067bc0d1,0,0,"[40.67625, -73.741447]","[40.689132, -73.721469]",2.211263634284601,1.0,0
user_067bc0d1,6,2,"[40.67625, -73.741447]","[40.689132, -73.721469]",2.211263634284601,1.0,5
user_067bc0d1,12,5,"[40.67625, -73.741447]","[40.689132, -73.721469]",2.211263634284601,1.0,10
user_067bc0d1,23,10,"[40.67625, -73.741447]","[40.679817, -73.849707]",9.1380257460791,1.0,20
user_067bc0d1,46,20,"[40.67625, -73.741447]","[40.689132, -73.721469]",2.211263634284601,1.0,40
user_067bc0d1,68,30,"[40.67625, -73.741447]","[40.689132, -73.721469]",2.211263634284601,1.0,60
user_067bc0d1,91,40,"[40.67625, -73.741447]","[40.689132, -73.721469]",2.211263634284601,1.0,80
user_067bc0d1,113,50,"[40.67625, -73.741447]","[40.689132, -73.721469]",2.211263634284601,1.0,100
user_069d9ba4,0,0,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,0
user_069d9ba4,8,1,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,5
user_069d9ba4,15,2,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,10
user_069d9ba4,30,4,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,20
user_069d9ba4,59,9,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,40
user_069d9ba4,88,13,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,60
user_069d9ba4,117,18,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,80
user_069d9ba4,146,22,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,100
user_06ec6026,0,0,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,0
user_06ec6026,3,0,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,5
user_06ec6026,6,0,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,10
user_06ec6026,11,1,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,20
user_06ec6026,22,2,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,40
user_06ec6026,33,3,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,60
user_06ec6026,44,4,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,80
user_06ec6026,54,5,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,100
user_06f426b8,0,0,"[31.241482, -90.434754]","[33.935105, -118.29469]",2619.2275792412256,0.0,0
user_06f426b8,7,1,"[31.241482, -90.434754]","[33.935105, -118.29469]",2619.2275792412256,0.0,5
user_06f426b8,14,2,"[31.241482, -90.434754]","[33.935105, -118.29469]",2619.2275792412256,0.0,10
user_06f426b8,27,4,"[31.241482, -90.434754]","[38.935939499999996, -77.024115]",1487.6430298644136,0.0,20
user_06f426b8,53,8,"[31.241482, -90.434754]","[38.1297562, -85.9286095]",869.4237092984298,0.0,40
user_06f426b8,80,13,"[31.241482, -90.434754]","[33.935105, -118.29469]",2619.2275792412256,0.0,60
user_06f426b8,106,17,"[31.241482, -90.434754]","[38.1297562, -85.9286095]",869.4237092984298,0.0,80
user_06f426b8,132,21,"[31.241482, -90.434754]","[38.1297562, -85.9286095]",869.4237092984298,0.0,100
user_07099cde,0,0,"[28.066688, -81.952496]","[39.307559999999995, -76.65441700000001]",1341.9239806759006,0.0,0
user_07099cde,4,1,"[28.066688, -81.952496]","[39.307559999999995, -76.65441700000001]",1341.9239806759006,0.0,5
user_07099cde,8,3,"[28.066688, -81.952496]","[39.307559999999995, -76.65441700000001]",1341.9239806759006,0.0,10
user_07099cde,15,7,"[28.066688, -81.952496]","[39.307559999999995, -76.65441700000001]",1341.9239806759006,0.0,20
user_07099cde,29,15,"[28.066688, -81.952496]","[39.307559999999995, -76.65441700000001]",1341.9239806759006,0.0,40
user_07099cde,44,23,"[28.066688, -81.952496]","[39.307559999999995, -76.65441700000001]",1341.9239806759006,0.0,60
