user,num_users,latlon_tru,latlon_pred,haversine_distance,acc_at_161,percent
user_03d8769a,0,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,10
user_03d8769a,0,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,20
user_03d8769a,0,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,40
user_03d8769a,1,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,60
user_03d8769a,1,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,80
user_03d8769a,1,"[37.025089, -76.342439]","[33.748637, -84.44241149999999]",819.2916039466728,0.0,100
user_03e00276,0,"[41.333726, -72.92830699999999]","[35.699328, -80.81794599999999]",928.6010383959924,0.0,0
user_03e00276,1,"[41.333726, -72.92830699999999]","[35.699328, -80.81794599999999]",928.6010383959924,0.0,5
user_03e00276,3,"[41.333726, -72.92830699999999]","[35.699328, -80.81794599999999]",928.6010383959924,0.0,10
user_03e00276,6,"[41.333726, -72.92830699999999]","[35.699328, -80.81794599999999]",928.6010383959924,0.0,20
user_03e00276,13,"[41.333726, -72.92830699999999]","[40.6952045, -74.005395]",114.92305304798329,1.0,40
user_03e00276,19,"[41.333726, -72.92830699999999]","[35.699328, -80.81794599999999]",928.6010383959924,0.0,60
user_03e00276,26,"[41.333726, -72.92830699999999]","[40.6952045, -74.005395]",114.92305304798329,1.0,80
user_03e00276,32,"[41.333726, -72.92830699999999]","[35.699328, -80.81794599999999]",928.6010383959924,0.0,100
user_03e9e8a9,0,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,0
user_03e9e8a9,1,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,5
user_03e9e8a9,2,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,10
user_03e9e8a9,4,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,20
user_03e9e8a9,9,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,40
user_03e9e8a9,14,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,60
user_03e9e8a9,19,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,80
user_03e9e8a9,24,"[34.134991, -117.561371]","[34.393699999999995, -118.24542149999999]",69.13159471261251,1.0,100
user_04404fd9,0,"[36.636402000000004, -87.46505]","[40.0097845, -75.15243749999999]",1136.5373638900844,0.0,0
user_04404fd9,0,"[36.636402000000004, -87.46505]","[40.0097845, -75.15243749999999]",1136.5373638900844,0.0,5
user_04404fd9,0,"[36.636402000000004, -87.46505]","[40.0097845, -75.15243749999999]",1136.5373638900844,0.0,10
user_04404fd9,0,"[36.636402000000004, -87.46505]","[40.0097845, -75.15243749999999]",1136.5373638900844,0.0,20
user_04404fd9,1,"[36.636402000000004, -87.46505]","[40.0097845, -75.15243749999999]",1136.5373638900844,0.0,40
user_04404fd9,2,"[36.636402000000004, -87.46505]","[33.592547999999994, -117.1703525]",2712.1606836569663,0.0,60
user_04404fd9,3,"[36.636402000000004, -87.46505]","[42.392489999999995, -83.472249]",725.7127961063753,0.0,80
user_04404fd9,4,"[36.636402000000004, -87.46505]","[42.392489999999995, -83.472249]",725.7127961063753,0.0,100
user_04b3ff64,0,"[34.040688, -84.579036]","[33.748637, -84.44241149999999]",34.837064097433,1.0,0
user_04b3ff64,0,"[34.040688, -84.579036]","[33.748637, -84.44241149999999]",34.837064097433,1.0,5
user_04b3ff64,0,"[34.040688, -84.579036]","[33.748637, -84.44241149999999]",34.837064097433,1.0,10
user_04b3ff64,0,"[34.040688, -84.579036]","[33.748637, -84.44241149999999]",34.837064097433,1.0,20
user_04b3ff64,1,"[34.040688, -84.579036]","[33.748637, -84.44241149999999]",34.837064097433,1.0,40
user_04b3ff64,1,"[34.040688, -84.579036]","[33.748637, -84.44241149999999]",34.837064097433,1.0,60
user_04b3ff64,2,"[34.040688, -84.579036]","[40.9112535, -73.7748885]",1220.1003556776166,0.0,80
user_04b3ff64,2,"[34.040688, -84.579036]","[40.9112535, -73.7748885]",1220.1003556776166,0.0,100
user_04baefe3,0,"[39.807952, -75.925399]","[38.935939499999996, -77.024115]",135.35509271365876,1.0,0
user_04baefe3,0,"[39.807952, -75.925399]","[38.935939499999996, -77.024115]",135.35509271365876,1.0,5
user_04baefe3,0,"[39.807952, -75.925399]","[38.935939499999996, -77.024115]",135.35509271365876,1.0,10
user_04baefe3,1,"[39.807952, -75.925399]","[40.0097845, -75.15243749999999]",69.64382526832028,1.0,20
user_04baefe3,3,"[39.807952, -75.925399]","[40.0097845, -75.15243749999999]",69.64382526832028,1.0,40
user_04baefe3,5,"[39.807952, -75.925399]","[41.916661, -71.40430400000001]",446.5963370527762,0.0,60
user_04baefe3,7,"[39.807952, -75.925399]","[41.916661, -71.40430400000001]",446.5963370527762,0.0,80
user_04baefe3,9,"[39.807952, -75.925399]","[41.916661, -71.40430400000001]",446.5963370527762,0.0,100
user_04d5ae7e,0,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,0
user_04d5ae7e,0,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,5
user_04d5ae7e,1,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,10
user_04d5ae7e,2,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,20
user_04d5ae7e,5,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,40
user_04d5ae7e,7,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,60
user_04d5ae7e,10,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,80
user_04d5ae7e,12,"[32.011023, -81.057825]","[30.248988500000003, -82.335955]",230.6206952268657,0.0,100
user_04f00846,0,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,0
user_04f00846,1,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,5
user_04f00846,3,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,10
user_04f00846,6,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,20
user_04f00846,12,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,40
user_04f00846,19,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,60
user_04f00846,25,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,80
user_04f00846,31,"[41.09551, -74.016537]","[40.767058, -73.997]",36.55910524537806,1.0,100
user_05359f88,0,"[36.339573, -78.41385600000001]","[30.248988500000003, -82.335955]",768.9218067220387,0.0,0
user_05359f88,2,"[36.339573, -78.41385600000001]","[30.248988500000003, -82.335955]",768.9218067220387,0.0,5
user_05359f88,4,"[36.339573, -78.41385600000001]","[30.248988500000003, -82.335955]",768.9218067220387,0.0,10
user_05359f88,8,"[36.339573, -78.41385600000001]","[30.248988500000003, -82.335955]",768.9218067220387,0.0,20
user_05359f88,17,"[36.339573, -78.41385600000001]","[38.1297562, -85.9286095]",694.1815022124003,0.0,40
user_05359f88,26,"[36.339573, -78.41385600000001]","[41.888062, -87.853226]",1020.6505118179111,0.0,60
user_05359f88,35,"[36.339573, -78.41385600000001]","[25.973882, -80.242374]",1165.5979120841293,0.0,80
user_05359f88,43,"[36.339573, -78.41385600000001]","[41.888062, -87.853226]",1020.6505118179111,0.0,100
user_0555ab22,0,"[39.188237, -75.540796]","[39.307559999999995, -76.65441700000001]",96.80816889918151,1.0,0
user_0555ab22,0,"[39.188237, -75.540796]","[39.307559999999995, -76.65441700000001]",96.80816889918151,1.0,5
user_0555ab22,1,"[39.188237, -75.540796]","[39.307559999999995, -76.65441700000001]",96.80816889918151,1.0,10
user_0555ab22,2,"[39.188237, -75.540796]","[37.500671000000004, -77.394889]",247.69159931702856,0.0,20
user_0555ab22,4,"[39.188237, -75.540796]","[37.500671000000004, -77.394889]",247.69159931702856,0.0,40
user_0555ab22,6,"[39.188237, -75.540796]","[39.307559999999995, -76.65441700000001]",96.80816889918151,1.0,60
user_0555ab22,8,"[39.188237, -75.540796]","[37.500671000000004, -77.394889]",247.69159931702856,0.0,80
user_0555ab22,10,"[39.188237, -75.540796]","[30.248988500000003, -82.335955]",1171.1945031712298,0.0,100
user_055cdf03,0,"[40.751304, -74.211725]","[40.6952045, -74.005395]",18.47281296596011,1.0,0
user_055cdf03,0,"[40.751304, -74.211725]","[40.6952045, -74.005395]",18.47281296596011,1.0,5
user_055cdf03,1,"[40.751304, -74.211725]","[40.6952045, -74.005395]",18.47281296596011,1.0,10
user_055cdf03,3,"[40.751304, -74.211725]","[40.6952045, -74.005395]",18.47281296596011,1.0,20
user_055cdf03,7,"[40.751304, -74.211725]","[41.888062, -87.853226]",1144.984423067333,0.0,40
user_055cdf03,11,"[40.751304, -74.211725]","[41.888062, -87.853226]",1144.984423067333,0.0,60
user_055cdf03,15,"[40.751304, -74.211725]","[41.888062, -87.853226]",1144.984423067333,0.0,80
user_055cdf03,18,"[40.751304, -74.211725]","[41.888062, -87.853226]",1144.984423067333,0.0,100
user_0566f050,0,"[42.351259999999996, -122.91830700000001]","[33.592547999999994, -117.1703525]",1095.8608348425878,0.0,0
user_0566f050,0,"[42.351259999999996, -122.91830700000001]","[33.592547999999994, -117.1703525]",1095.8608348425878,0.0,5
user_0566f050,0,"[42.351259999999996, -122.91830700000001]","[33.592547999999994, -117.1703525]",1095.8608348425878,0.0,10
user_0566f050,0,"[42.351259999999996, -122.91830700000001]","[33.592547999999994, -117.1703525]",1095.8608348425878,0.0,20
user_0566f050,1,"[42.351259999999996, -122.91830700000001]","[33.592547999999994, -117.1703525]",1095.8608348425878,0.0,40
user_0566f050,2,"[42.351259999999996, -122.91830700000001]","[33.592547999999994, -117.1703525]",1095.8608348425878,0.0,60
user_0566f050,3,"[42.351259999999996, -122.91830700000001]","[33.592547999999994, -117.1703525]",1095.8608348425878,0.0,80
user_0566f050,4,"[42.351259999999996, -122.91830700000001]","[33.592547999999994, -117.1703525]",1095.8608348425878,0.0,100
user_056a2eb2,0,"[37.055642, -76.399305]","[43.027428, -77.610271]",671.9650464063297,0.0,0
user_056a2eb2,0,"[37.055642, -76.399305]","[43.027428, -77.610271]",671.9650464063297,0.0,5
user_056a2eb2,1,"[37.055642, -76.399305]","[43.027428, -77.610271]",671.9650464063297,0.0,10
user_056a2eb2,3,"[37.055642, -76.399305]","[43.027428, -77.610271]",671.9650464063297,0.0,20
user_056a2eb2,7,"[37.055642, -76.399305]","[43.027428, -77.610271]",671.9650464063297,0.0,40
user_056a2eb2,11,"[37.055642, -76.399305]","[43.027428, -77.610271]",671.9650464063297,0.0,60
user_056a2eb2,15,"[37.055642, -76.399305]","[37.500671000000004, -77.394889]",101.03481126863457,1.0,80
user_056a2eb2,19,"[37.055642, -76.399305]","[40.0097845, -75.15243749999999]",345.9162435790728,0.0,100
user_0574ec96,0,"[29.531613, -95.386957]","[29.694716500000002, -95.5632315]",24.885898473540752,1.0,0
user_0574ec96,0,"[29.531613, -95.386957]","[29.694716500000002, -95.5632315]",24.885898473540752,1.0,5
user_0574ec96,1,"[29.531613, -95.386957]","[29.694716500000002, -95.5632315]",24.885898473540752,1.0,10
user_0574ec96,3,"[29.531613, -95.386957]","[29.694716500000002, -95.5632315]",24.885898473540752,1.0,20
user_0574ec96,6,"[29.531613, -95.386957]","[33.187655500000005, -90.102037]",645.6429396133016,0.0,40
user_0574ec96,10,"[29.531613, -95.386957]","[29.694716500000002, -95.5632315]",24.885898473540752,1.0,60
user_0574ec96,13,"[29.531613, -95.386957]","[29.694716500000002, -95.5632315]",24.885898473540752,1.0,80
user_0574ec96,16,"[29.531613, -95.386957]","[33.935105, -118.29469]",2216.0155636966942,0.0,100
user_057f1471,0,"[45.379387, -75.76917399999999]","[41.446424, -81.536098]",638.6244581201928,0.0,0
user_057f1471,0,"[45.379387, -75.76917399999999]","[41.446424, -81.536098]",638.6244581201928,0.0,5
user_057f1471,0,"[45.379387, -75.76917399999999]","[41.446424, -81.536098]",638.6244581201928,0.0,10
user_057f1471,0,"[45.379387, -75.76917399999999]","[41.446424, -81.536098]",638.6244581201928,0.0,20
user_057f1471,0,"[45.379387, -75.76917399999999]","[41.446424, -81.536098]",638.6244581201928,0.0,40
user_057f1471,1,"[45.379387, -75.76917399999999]","[41.446424, -81.536098]",638.6244581201928,0.0,60
user_057f1471,1,"[45.379387, -75.76917399999999]","[41.446424, -81.536098]",638.6244581201928,0.0,80
user_057f1471,1,"[45.379387, -75.76917399999999]","[41.446424, -81.536098]",638.6244581201928,0.0,100
user_0595ced5,0,"[36.769942, -78.920068]","[29.694716500000002, -95.5632315]",1732.9476698748454,0.0,0
user_0595ced5,3,"[36.769942, -78.920068]","[29.694716500000002, -95.5632315]",1732.9476698748454,0.0,5
user_0595ced5,6,"[36.769942, -78.920068]","[29.694716500000002, -95.5632315]",1732.9476698748454,0.0,10
user_0595ced5,12,"[36.769942, -78.920068]","[32.966581500000004, -96.941848]",1694.8059761313777,0.0,20
user_0595ced5,25,"[36.769942, -78.920068]","[29.694716500000002, -95.5632315]",1732.9476698748454,0.0,40
user_0595ced5,37,"[36.769942, -78.920068]","[29.694716500000002, -95.5632315]",1732.9476698748454,0.0,60
user_0595ced5,50,"[36.769942, -78.920068]","[32.966581500000004, -96.941848]",1694.8059761313777,0.0,80
user_0595ced5,62,"[36.769942, -78.920068]","[29.694716500000002, -95.5632315]",1732.9476698748454,0.0,100
user_059788eb,0,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,0
user_059788eb,1,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,5
user_059788eb,3,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,10
user_059788eb,6,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,20
user_059788eb,13,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,40
user_059788eb,19,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,60
user_059788eb,26,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,80
user_059788eb,32,"[34.363136, -89.562111]","[33.187655500000005, -90.102037]",139.90966022646236,1.0,100
user_059e3e4b,0,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,0
user_059e3e4b,0,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,5
user_059e3e4b,0,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,10
user_059e3e4b,0,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,20
user_059e3e4b,1,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,40
user_059e3e4b,2,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,60
user_059e3e4b,3,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,80
user_059e3e4b,4,"[40.753267, -73.346816]","[40.679817, -73.849707]",43.163263222697914,1.0,100
user_05d21bea,0,"[29.768589000000002, -95.337734]","[29.694716500000002, -95.5632315]",23.271313858767435,1.0,0
user_05d21bea,1,"[29.768589000000002, -95.337734]","[29.694716500000002, -95.5632315]",23.271313858767435,1.0,5
user_05d21bea,3,"[29.768589000000002, -95.337734]","[29.694716500000002, -95.5632315]",23.271313858767435,1.0,10
user_05d21bea,6,"[29.768589000000002, -95.337734]","[29.694716500000002, -95.5632315]",23.271313858767435,1.0,20
user_05d21bea,12,"[29.768589000000002, -95.337734]","[33.187655500000005, -90.102037]",625.1869070347346,0.0,40
user_05d21bea,19,"[29.768589000000002, -95.337734]","[29.694716500000002, -95.5632315]",23.271313858767435,1.0,60
user_05d21bea,25,"[29.768589000000002, -95.337734]","[29.694716500000002, -95.5632315]",23.271313858767435,1.0,80
user_05d21bea,31,"[29.768589000000002, -95.337734]","[29.694716500000002, -95.5632315]",23.271313858767435,1.0,100
user_05ed473f,0,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,0
user_05ed473f,0,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,5
user_05ed473f,0,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,10
user_05ed473f,0,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,20
user_05ed473f,1,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,40
user_05ed473f,1,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,60
user_05ed473f,2,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,80
user_05ed473f,2,"[32.421712, -93.758625]","[41.916661, -71.40430400000001]",2234.9877345155937,0.0,100
user_060db402,0,"[40.638923999999996, -73.952225]","[40.68682149999999, -73.942293]",5.391449651432439,1.0,0
user_060db402,0,"[40.638923999999996, -73.952225]","[40.68682149999999, -73.942293]",5.391449651432439,1.0,5
user_060db402,0,"[40.638923999999996, -73.952225]","[40.68682149999999, -73.942293]",5.391449651432439,1.0,10
user_060db402,1,"[40.638923999999996, -73.952225]","[40.68682149999999, -73.942293]",5.391449651432439,1.0,20
user_060db402,2,"[40.638923999999996, -73.952225]","[40.68682149999999, -73.942293]",5.391449651432439,1.0,40
user_060db402,3,"[40.638923999999996, -73.952225]","[40.68682149999999, -73.942293]",5.391449651432439,1.0,60
user_060db402,4,"[40.638923999999996, -73.952225]","[40.862080999999996, -73.893029]",25.310029042578343,1.0,80
user_060db402,5,"[40.638923999999996, -73.952225]","[35.699328, -80.81794599999999]",813.0982963612973,0.0,100
user_0617e84c,0,"[37.625023999999996, -122.07968400000001]","[40.68682149999999, -73.942293]",4112.6032307515,0.0,0
user_0617e84c,0,"[37.625023999999996, -122.07968400000001]","[40.68682149999999, -73.942293]",4112.6032307515,0.0,5
user_0617e84c,0,"[37.625023999999996, -122.07968400000001]","[40.68682149999999, -73.942293]",4112.6032307515,0.0,10
user_0617e84c,1,"[37.625023999999996, -122.07968400000001]","[40.68682149999999, -73.942293]",4112.6032307515,0.0,20
user_0617e84c,3,"[37.625023999999996, -122.07968400000001]","[40.68682149999999, -73.942293]",4112.6032307515,0.0,40
user_0617e84c,4,"[37.625023999999996, -122.07968400000001]","[40.68682149999999, -73.942293]",4112.6032307515,0.0,60
user_0617e84c,6,"[37.625023999999996, -122.07968400000001]","[34.393699999999995, -118.24542149999999]",497.94590481684315,0.0,80
user_0617e84c,7,"[37.625023999999996, -122.07968400000001]","[34.393699999999995, -118.24542149999999]",497.94590481684315,0.0,100
user_06248d78,0,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,0
user_06248d78,1,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,5
user_06248d78,2,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,10
user_06248d78,4,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,20
user_06248d78,8,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,40
user_06248d78,12,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,60
user_06248d78,16,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,80
user_06248d78,20,"[45.053863, -93.377516]","[41.888062, -87.853226]",567.7944328559498,0.0,100
user_06298aab,0,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,0
user_06298aab,0,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,5
user_06298aab,0,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,10
user_06298aab,1,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,20
user_06298aab,3,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,40
user_06298aab,5,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,60
user_06298aab,7,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,80
user_06298aab,9,"[29.645474, -95.574696]","[29.694716500000002, -95.5632315]",5.5864358196509265,1.0,100
user_066aff57,0,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,0
user_066aff57,3,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,5
user_066aff57,7,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,10
user_066aff57,15,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,20
user_066aff57,31,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,40
user_066aff57,47,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,60
user_066aff57,63,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,80
user_066aff57,78,"[34.028372999999995, -84.350139]","[33.748637, -84.44241149999999]",32.250292168667066,1.0,100
user_067bc0d1,0,"[40.67625, -73.741447]","[40.689132, -73.721469]",2.211263634284601,1.0,0
user_067bc0d1,2,"[40.67625, -73.741447]","[40.689132, -73.721469]",2.211263634284601,1.0,5
user_067bc0d1,5,"[40.67625, -73.741447]","[40.689132, -73.721469]",2.211263634284601,1.0,10
user_067bc0d1,10,"[40.67625, -73.741447]","[40.689132, -73.721469]",2.211263634284601,1.0,20
user_067bc0d1,20,"[40.67625, -73.741447]","[40.689132, -73.721469]",2.211263634284601,1.0,40
user_067bc0d1,30,"[40.67625, -73.741447]","[40.689132, -73.721469]",2.211263634284601,1.0,60
user_067bc0d1,40,"[40.67625, -73.741447]","[40.689132, -73.721469]",2.211263634284601,1.0,80
user_067bc0d1,50,"[40.67625, -73.741447]","[40.689132, -73.721469]",2.211263634284601,1.0,100
user_069d9ba4,0,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,0
user_069d9ba4,1,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,5
user_069d9ba4,2,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,10
user_069d9ba4,4,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,20
user_069d9ba4,9,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,40
user_069d9ba4,13,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,60
user_069d9ba4,18,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,80
user_069d9ba4,22,"[35.043458, -78.986701]","[35.952729999999995, -78.541696]",108.83637806966267,1.0,100
user_06ec6026,0,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,0
user_06ec6026,0,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,5
user_06ec6026,0,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,10
user_06ec6026,1,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,20
user_06ec6026,2,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,40
user_06ec6026,3,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,60
user_06ec6026,4,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,80
user_06ec6026,5,"[40.66425, -73.871848]","[40.6952045, -74.005395]",11.775808156920926,1.0,100
user_06f426b8,0,"[31.241482, -90.434754]","[33.935105, -118.29469]",2619.2275792412256,0.0,0
user_06f426b8,1,"[31.241482, -90.434754]","[33.935105, -118.29469]",2619.2275792412256,0.0,5
user_06f426b8,2,"[31.241482, -90.434754]","[33.935105, -118.29469]",2619.2275792412256,0.0,10
user_06f426b8,4,"[31.241482, -90.434754]","[33.935105, -118.29469]",2619.2275792412256,0.0,20
user_06f426b8,8,"[31.241482, -90.434754]","[33.935105, -118.29469]",2619.2275792412256,0.0,40
user_06f426b8,13,"[31.241482, -90.434754]","[34.393699999999995, -118.24542149999999]",2614.112406680377,0.0,60
user_06f426b8,17,"[31.241482, -90.434754]","[38.1297562, -85.9286095]",869.4237092984298,0.0,80
user_06f426b8,21,"[31.241482, -90.434754]","[38.1297562, -85.9286095]",869.4237092984298,0.0,100
user_07099cde,0,"[28.066688, -81.952496]","[39.307559999999995, -76.65441700000001]",1341.9239806759006,0.0,0
user_07099cde,1,"[28.066688, -81.952496]","[39.307559999999995, -76.65441700000001]",1341.9239806759006,0.0,5
user_07099cde,3,"[28.066688, -81.952496]","[39.307559999999995, -76.65441700000001]",1341.9239806759006,0.0,10
user_07099cde,7,"[28.066688, -81.952496]","[39.307559999999995, -76.65441700000001]",1341.9239806759006,0.0,20
user_07099cde,15,"[28.066688, -81.952496]","[39.307559999999995, -76.65441700000001]",1341.9239806759006,0.0,40
user_07099cde,23,"[28.066688, -81.952496]","[39.307559999999995, -76.65441700000001]",1341.9239806759006,0.0,60
user_07099cde,31,"[28.066688, -81.952496]","[39.307559999999995, -76.65441700000001]",1341.9239806759006,0.0,80
user_07099cde,38,"[28.066688, -81.952496]","[39.307559999999995, -76.65441700000001]",1341.9239806759006,0.0,100
user_073ae410,0,"[40.75, -73.997]","[40.767058, -73.997]",1.8967656786229576,1.0,0
user_073ae410,3,"[40.75, -73.997]","[40.767058, -73.997]",1.8967656786229576,1.0,5
user_073ae410,6,"[40.75, -73.997]","[40.767058, -73.997]",1.8967656786229576,1.0,10
user_073ae410,12,"[40.75, -73.997]","[40.6472835, -73.936812]",12.49790809964185,1.0,20
user_073ae410,24,"[40.75, -73.997]","[40.6472835, -73.936812]",12.49790809964185,1.0,40
user_073ae410,36,"[40.75, -73.997]","[40.767058, -73.997]",1.8967656786229576,1.0,60
user_073ae410,48,"[40.75, -73.997]","[40.812029499999994, -73.93619749999999]",8.589683064211634,1.0,80
user_073ae410,60,"[40.75, -73.997]","[40.812029499999994, -73.93619749999999]",8.589683064211634,1.0,100
user_073f6805,0,"[42.354918, -83.076103]","[42.392489999999995, -83.472249]",32.80925758606731,1.0,0
user_073f6805,2,"[42.354918, -83.076103]","[42.392489999999995, -83.472249]",32.80925758606731,1.0,5
user_073f6805,5,"[42.354918, -83.076103]","[42.392489999999995, -83.472249]",32.80925758606731,1.0,10
user_073f6805,10,"[42.354918, -83.076103]","[42.392489999999995, -83.472249]",32.80925758606731,1.0,20
user_073f6805,20,"[42.354918, -83.076103]","[42.392489999999995, -83.472249]",32.80925758606731,1.0,40
user_073f6805,30,"[42.354918, -83.076103]","[42.392489999999995, -83.472249]",32.80925758606731,1.0,60
user_073f6805,40,"[42.354918, -83.076103]","[38.1297562, -85.9286095]",528.4488736818781,0.0,80
user_073f6805,50,"[42.354918, -83.076103]","[40.6952045, -74.005395]",776.9201035265418,0.0,100
user_07713420,0,"[42.494741999999995, -76.325317]","[41.916661, -71.40430400000001]",410.32999515802163,0.0,0
